adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
,,,,,3.0,10.0,,1988-07-01,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,9.0,5-11,,,,,,,,,,,,,,,,,,,Kurt Coleman,,,,,,,,,,ColeKu99,SS,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,22.0,NOR,,,,,,,,,,208,,,,,,,,,,0.0,
,,,,,,,,1988-07-01,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,5-11,,,,,,,,,,,,,,,,,,,Kurt Coleman,,,,,,,,,,ColeKu99,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,208,,,,,,,,,,,
,,,,,38.0,153.0,,1988-07-01,,,,,,,,,,,,,,,,,0.0,5.0,2.0,0.0,,145.0,83.0,5-11,,,21.0,2.0,,,,,,,,37.0,,,,,,,Kurt Coleman,,,,36.0,,,,,,ColeKu99,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,382.0,,,,,,,,,,,208,,,,,,,,,,0.0,238.0
,,,,,5.0,,,1994-04-26,,0.0,,,,,,,,,,,,,,,0,0,2,0,,16.0,11.0,6-5,,,,,,,,,,,,,,,,,0,,Dion Dawkins,,,,,,,,,,DawkDi00,T,,,,,,,0,0,0.0,,0,0.0,,,,,,,0,,,0.0,,2017,,BUF,,,0,,,,0,,,320,0,,,,,,,,,0,
,,,,,6.0,,,1994-04-26,,100.0,,,,,,,,,,,,,,,0,0,1,0,,16.0,16.0,6-5,,,,,,,,,,,,,,,,,7,,Dion Dawkins,,,,,,,,,,DawkDi00,T,,,,,,,1,7,0.4,7.0,1,0.1,,,,,,,1,,,0.0,,2018,,BUF,,,1,,,,1,,,320,7,,,,,,,,7.0,0,
,,,,,,,,1994-04-26,,100.0,,,,,,,,,,,,,,,0,0,1,0,,15.0,15.0,6-5,,,,,,,,,,,,,,,,,1,,Dion Dawkins,,,,,,,,,,DawkDi00,T,,,,,,,1,1,0.1,1.0,1,0.1,,,,,,,1,,,0.0,,2019,,BUF,,,1,,,,1,,,320,1,,,,,,,,1.0,0,
,,,,,11.0,,,1994-04-26,,100.0,,,,,,,,,,,,,,,0,0,4,0,,47.0,42.0,6-5,,,,,,,,,,,,,,,,,7,,Dion Dawkins,,,,,,,,,,DawkDi00,,,,,,,,2,8,0.2,4.0,2,0.0,,,,,,,2,,,0.0,,Career,,,,,2,,,,2,,,320,8,,,,,,,,4.0,0,
,,,,,0.0,,,1989-04-30,,0.0,,,,,,,,,,,,,,,0,,,,,5.0,4.0,6-1,,,,,,,,,,,,,,,,,0,,Patrick DiMarco,,,,,,,,,,DiMaPa00,fb/rb,,,,,,,0,0,0.0,,0,0.0,,,,,,,0,,,,,2012,,KAN,,,1,,,,0,,,234,0,,,,,,,,,,
,,,,70.0,0.0,,,1989-04-30,,80.0,,,,,,,,,,,,,,,0,,,,,14.0,7.0,6-1,,,,,,0.0,21.0,1.0,,,,,21.0,,,,12,,Patrick DiMarco,,,,,,,,,,DiMaPa00,fb,,,,,,,0,49,3.5,6.1,8,0.6,,,,,,,0,,,,,2013,,ATL,,,10,,,,8,,,234,49,,,,,21.0,,,6.1,,
,,,,,1.0,1.0,,1989-04-30,,64.3,,,,,,,,,,,,,,,0,0.0,1.0,0.0,,16.0,7.0,6-1,,,,,,,,,,,,,,,,,16,,Patrick DiMarco,,,,,,,,,,DiMaPa00,fb,,,,,,,1,62,3.9,6.9,9,0.6,,,,,,,1,,,0.0,,2014,3.0,ATL,,,14,,,,9,,,234,62,,,,,,,,6.9,0.0,
,,,,129.0,1.0,0.0,,1989-04-30,,76.5,,,,,,,,,,,,,,,0,,,,,16.0,8.0,6-1,,,,,,0.0,19.0,1.0,,,,,19.0,,,,19,0.0,Patrick DiMarco,,,,,,,,,,DiMaPa00,fb/rb,,,,,,,2,110,6.9,8.5,13,0.8,1.0,0.1,0.0,0.0,0.0,0.0,2,,,0.0,,2015,1.0,ATL,,,17,,,,14,,,234,110,,,,,19.0,,,7.9,,
,,,,66.0,1.0,,,1989-04-30,,70.0,,,,,,,,,,,,,,,0,,,,,16.0,8.0,6-1,,,,,,0.0,14.0,1.0,,,,,14.0,,,,18,,Patrick DiMarco,,,,,,,,,,DiMaPa00,FB,,,,,,,1,52,3.3,7.4,7,0.4,,,,,,,1,,,,,2016,,ATL,,,10,,,,7,,,234,52,,,,,14.0,,,7.4,,
,,,,50.0,0.0,,,1989-04-30,,70.0,,,,,,,,,,,,,,,0,,,,,16.0,9.0,6-1,,,,,,0.0,24.0,1.0,,,,,24.0,,,,9,0.0,Patrick DiMarco,,,,,,,,,,DiMaPa00,FB/rb,,,,,,,0,28,1.8,4.0,7,0.4,2.0,0.1,0.0,-2.0,-1.0,-0.1,0,,,,,2017,,BUF,,,10,,,,9,,,234,26,,,,,24.0,,,2.9,,
,,,,,0.0,0.0,,1989-04-30,,75.0,,,,,,,,,,,,,,,0,2.0,0.0,0.0,,16.0,5.0,6-1,,,,,,,,,,,,,,,,,38,9.0,Patrick DiMarco,,,,,,,,,,DiMaPa00,fb,,,,,,,0,62,3.9,20.7,3,0.2,1.0,0.1,0.0,9.0,9.0,0.6,0,,,0.0,,2018,5.0,BUF,,,4,,,,4,,,234,71,,,,,,,,17.8,0.0,
,,,,72.0,,,,1989-04-30,,71.4,,,,,,,,,,,,,,,0,,,,,15.0,4.0,6-1,,,,,,0.0,24.0,1.0,,,,,24.0,,,,27,4.0,Patrick DiMarco,,,,,,,,,,DiMaPa00,fb,,,,,,,0,41,2.7,8.2,5,0.3,3.0,0.2,0.0,7.0,2.3,0.5,0,,,,,2019,,BUF,,,7,,,,8,,,234,48,,,,,24.0,,,6.0,,
,,,,520.0,3.0,2.0,,1989-04-30,,71.2,,,,,,,,,,,,,,,0,2.0,1.0,0.0,,114.0,52.0,6-1,,,,,,0.0,102.0,5.0,,,,,24.0,,,,38,9.0,Patrick DiMarco,,,,,,,,,,DiMaPa00,,,,,,,,4,404,3.5,7.8,52,0.5,7.0,0.1,0.0,14.0,2.0,0.1,4,,,0.0,,Career,9.0,,,,73,,,,59,,,234,418,,,,,20.4,,,7.1,0.0,
,,,,,9.0,41,,1998-05-02,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,15.0,15.0,6-5,,,2,0,,,,,,,,17,,,,,,,Tremaine Edmunds,,,,12,,,,,,EdmuTr01,lb/MLB,,,,,,,,,,,,,,,,,,,,,,2.0,,2018,80,BUF,,,,,,,,,,250,,,,,,,,,,0.0,19
,,,,,,47,,1998-05-02,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,6-5,,,1,0,,,,,,,,0,,,,,,,Tremaine Edmunds,,,,9,,,,,,EdmuTr01,LB,,,,,,,,,,,,,,,,,,,,,,1.5,1.0,2019,66,BUF,,,,,,,,,,250,,,,,,,,,,,0
,,,,,9.0,88,,1998-05-02,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,30.0,30.0,6-5,,,3,0,,,,,,,,17,,,,,,,Tremaine Edmunds,,,,21,,,,,,EdmuTr01,,,,,,,,,,,,,,,,,,,,,,,3.5,1.0,Career,146,,,,,,,,,,,250,,,,,,,,,,0.0,19
,,,,,2.0,,,1992-02-10,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,6.0,3.0,6-4,,,,,,,,,,,,,,,,,,,Jon Feliciano,,,,,,,,,,FeliJo00,rg,,,,,,,,,,,,,,,,,,,,,,0.0,,2015,,OAK,,,,,,,,,,325,,,,,,,,,,0.0,
,,,,,1.0,,,1992-02-10,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Jon Feliciano,,,,,,,,,,FeliJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,OAK,,,,,,,,,,325,,,,,,,,,,,
,,,,15.0,1.0,,,1992-02-10,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,6-4,,,,,,0.0,15.0,1.0,,,,,15.0,,,,,,Jon Feliciano,,,,,,,,,,FeliJo00,rg,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,,OAK,,,,,,,,,,325,,,,,,15.0,,,,,
,,,,,2.0,,,1992-02-10,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,6-4,,,,,,,,,,,,,,,,,,,Jon Feliciano,,,,,,,,,,FeliJo00,lg,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,,OAK,,,,,,,,,,325,,,,,,,,,,,
,,,,,,,,1992-02-10,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15.0,15.0,6-4,,,,,,,,,,,,,,,,,,,Jon Feliciano,,,,,,,,,,FeliJo00,G,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,325,,,,,,,,,,0.0,
,,,,15.0,6.0,,,1992-02-10,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,63.0,23.0,6-4,,,,,,0.0,15.0,1.0,,,,,15.0,,,,,,Jon Feliciano,,,,,,,,,,FeliJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,325,,,,,,15.0,,,,0.0,
,,,,,2.0,,,1994-03-24,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-2,,,,,,,,,,,,,,,,,,,Reid Ferguson,,,,,,,,,,FergRe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,,BUF,,,,,,,,,,235,,,,,,,,,,,
,,,,,1.0,1.0,,1994-03-24,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-2,,,,,,,,,,,,,,,,,,,Reid Ferguson,,,,,,,,,,FergRe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,2.0,BUF,,,,,,,,,,235,,,,,,,,,,,
,,,,,,,,1994-03-24,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-2,,,,,,,,,,,,,,,,,,,Reid Ferguson,,,,,,,,,,FergRe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,235,,,,,,,,,,,
,,,,,3.0,1.0,,1994-03-24,,,,,,,,,,,,,,,,,,,,,,47.0,,6-2,,,,,,,,,,,,,,,,,,,Reid Ferguson,,,,,,,,,,FergRe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,2.0,,,,,,,,,,,235,,,,,,,,,,,
,,,,,,,,1996-12-28,,,,,,,,,,,,,,,,,0,0,2,0,,15.0,14.0,6-3,,,,,,,,,,,,,,,,,,,Cody Ford,,,,,,,,,,FordCo00,T,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,329,,,,,,,,,,0,
,,,,,,,,1996-12-28,,,,,,,,,,,,,,,,,0,0,2,0,,15.0,14.0,6-3,,,,,,,,,,,,,,,,,,,Cody Ford,,,,,,,,,,FordCo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,329,,,,,,,,,,0,
,,,,,4.0,0.0,,1994-05-07,,61.4,,,,,,,,,,,,,,,0,,,,,13.0,3.0,6-2,,,,,,,,,,,,,,,,,75,,Robert Foster,,,,,,,,,,FostRo01,wr,,,,,,,3,541,41.6,20.0,27,2.1,,,,,,,3,,,0.0,,2018,1.0,BUF,,,44,,,,27,,,196,541,,,,,,,,20.0,,
,,,,,,,,1994-05-07,,21.4,,,,,,,,,,,,,,,0,,,,,12.0,1.0,6-2,,,,,,,,,,,,,,,,,24,22.0,Robert Foster,,,,,,,,,,FostRo01,wr,,,,,,,0,64,5.3,21.3,3,0.3,2.0,0.2,0.0,29.0,14.5,2.4,0,,,,,2019,,BUF,,,14,,,,5,,,196,93,,,,,,,,18.6,,
,,,,,4.0,0.0,,1994-05-07,,51.7,,,,,,,,,,,,,,,0,,,,,25.0,4.0,6-2,,,,,,,,,,,,,,,,,75,22.0,Robert Foster,,,,,,,,,,FostRo01,,,,,,,,3,605,24.2,20.2,30,1.2,2.0,0.1,0.0,29.0,14.5,1.2,3,,,0.0,,Career,1.0,,,,58,,,,32,,,196,634,,,,,,,,19.8,,
,,,,,4.0,0.0,,1983-05-14,,68.2,,,,,,,,,,,,,,,2,0.0,1.0,0.0,,14.0,1.0,5-9,,,,,,,,,,,,,,,,,47,72,Frank Gore,,,,,,,,,,GoreFr00,rb,,,,,,,0,131,9.4,8.7,15,1.1,127,9.1,3,608,4.8,43.4,3,,,0.0,,2005,1.0,SFO,,,22,,,,142,,,212,739,,,,,,,,5.2,0.0,
,,,,,16.0,0.0,,1983-05-14,,70.9,,,,,,,,,,,,,,,6,0.0,0.0,0.0,,16.0,16.0,5-9,,,,,,,,,,,,,,,,,39,72,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,1,485,30.3,8.0,61,3.8,312,19.5,8,1695,5.4,105.9,9,,,0.0,,2006,3.0,SFO,,,86,,,,373,,,212,2180,,,,,,,,5.8,0.0,
,,,,,9.0,0.0,,1983-05-14,,76.8,,,,,,,,,,,,,,,4,0.0,1.0,0.0,,15.0,15.0,5-9,,,,,,,,,,,,,,,,,23,43,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,1,436,29.1,8.2,53,3.5,260,17.3,5,1102,4.2,73.5,6,,,0.0,,2007,3.0,SFO,,,69,,,,313,,,212,1538,,,,,,,,4.9,0.0,
,,,,,10.0,0.0,,1983-05-14,,65.2,,,,,,,,,,,,,,,6,0.0,1.0,0.0,,14.0,14.0,5-9,,,,,,,,,,,,,,,,,26,41,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,2,373,26.6,8.7,43,3.1,240,17.1,6,1036,4.3,74.0,8,,,0.0,,2008,2.0,SFO,,,66,,,,283,,,212,1409,,,,,,,,5.0,0.0,
,,,,,12.0,,,1983-05-14,,69.3,,,,,,,,,,,,,,,4,0.0,1.0,0.0,,14.0,14.0,5-9,,,,,,,,,,,,,,,,,48,80,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,3,406,29.0,7.8,52,3.7,229,16.4,10,1120,4.9,80.0,13,,,0.0,,2009,,SFO,,,75,,,,281,,,212,1526,,,,,,,,5.4,0.0,
,,,,,8.0,0.0,,1983-05-14,,63.9,,,,,,,,,,,,,,,4,0.0,1.0,0.0,,11.0,11.0,5-9,,,,,,,,,,,,,,,,,41,64,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,2,452,41.1,9.8,46,4.2,203,18.5,3,853,4.2,77.5,5,,,0.0,,2010,2.0,SFO,,,72,,,,249,,,212,1305,,,,,,,,5.2,0.0,
,,,,,10.0,0.0,,1983-05-14,,54.8,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16.0,15.0,5-9,,,,,,,,,,,,,,,,,13,55,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,0,114,7.1,6.7,17,1.1,282,17.6,8,1211,4.3,75.7,8,,,0.0,,2011,1.0,SFO,,,31,,,,299,,,212,1325,,,,,,,,4.4,0.0,
,,,,,10.0,,,1983-05-14,,77.8,,,,,,,,,,,,,,,3,0.0,4.0,1.0,,16.0,16.0,5-9,,,,,,,,,,,,,,,,,26,37,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,1,234,14.6,8.4,28,1.8,258,16.1,8,1214,4.7,75.9,9,,,0.0,,2012,,SFO,,,36,,,,286,,,212,1448,,,,,,,,5.1,15.0,
,,,,,9.0,,,1983-05-14,,59.3,,,,,,,,,,,,,,,3,0.0,1.0,0.0,,16.0,16.0,5-9,,,,,,,,,,,,,,,,,29,51,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,0,141,8.8,8.8,16,1.0,276,17.3,9,1128,4.1,70.5,9,,,0.0,,2013,,SFO,,,27,,,,292,,,212,1269,,,,,,,,4.3,0.0,
,,,,,7.0,,,1983-05-14,,57.9,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16.0,16.0,5-9,,,,,,,,,,,,,,,,,55,52,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,1,111,6.9,10.1,11,0.7,255,15.9,4,1106,4.3,69.1,5,,,0.0,,2014,,SFO,,,19,,,,266,,,212,1217,,,,,,,,4.6,0.0,
,,,,,7.0,,,1983-05-14,,58.6,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,16.0,16.0,5-9,,,,,,,,,,,,,,,,,34,37,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,1,267,16.7,7.9,34,2.1,260,16.3,6,967,3.7,60.4,7,,,0.0,,2015,,IND,,,58,,,,294,,,212,1234,,,,,,,,4.2,0.0,
,,,,,10.0,,,1983-05-14,,80.9,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16.0,16.0,5-9,,,,,,,,,,,,,,,,,49,22,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,4,277,17.3,7.3,38,2.4,263,16.4,4,1025,3.9,64.1,8,,,0.0,,2016,,IND,,,47,,,,301,,,212,1302,,,,,,,,4.3,0.0,
,,,,,8.0,,,1983-05-14,,76.3,,,,,,,,,,,,,,,3,0.0,2.0,0.0,,16.0,16.0,5-9,,,,,,,,,,,,,,,,,26,21,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,1,245,15.3,8.4,29,1.8,261,16.3,3,961,3.7,60.1,4,,,0.0,,2017,,IND,,,38,,,,290,,,212,1206,,,,,,,,4.2,-8.0,
,,,,,5.0,,,1983-05-14,,75.0,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,14.0,14.0,5-9,,,,,,,,,,,,,,,,,24,39,Frank Gore,,,,,,,,,,GoreFr00,RB,,,,,,,1,124,8.9,10.3,12,0.9,156,11.1,0,722,4.6,51.6,1,,,0.0,,2018,,MIA,,,16,,,,168,,,212,846,,,,,,,,5.0,0.0,
,,,,,,,,1983-05-14,,83.3,,,,,,,,,,,,,,,0,,,,,15.0,7.0,5-9,,,,,,,,,,,,,,,,,18,41,Frank Gore,,,,,,,,,,GoreFr00,rb,,,,,,,0,84,5.6,8.4,10,0.7,160,10.7,2,573,3.6,38.2,2,,,,,2019,,BUF,,,12,,,,170,,,212,657,,,,,,,,3.9,,
,,,,,125.0,0.0,,1983-05-14,,69.0,,,,,,,,,,,,,,,46,0.0,12.0,1.0,,225.0,203.0,5-9,,,,,,,,,,,,,,,,,55,80,Frank Gore,,,,,,,,,,GoreFr00,,,,,,,,18,3880,17.2,8.3,465,2.1,3542,15.7,79,15321,4.3,68.1,97,,,0.0,,Career,12.0,,,,674,,,,4007,,,212,19201,,,,,,,,4.8,7.0,
,,,,,0.0,0.0,,1985-06-29,,,,,,96.4,28.0,27.0,69.2,13,9,,,,5.0,3.0,,,,,,9.0,0.0,6-4,,,,,,,,,,,44,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,0.0,,2009,1.0,BAL,7.0,5.0,,,,,,1.0,1.0,210,,,,,,,,,,,
,,,,,3.0,1.0,,1985-06-29,,,,,,100.0,34.0,34.0,83.3,30,25,4.0,2.0,,8.0,7.0,,,,,,16.0,0.0,6-4,,,,,,,,,2.0,2.0,52,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,0.0,,2011,1.0,SEA,10.0,9.0,,,,,,6.0,5.0,210,,,,,,,,,,,
,,,,,3.0,1.0,,1985-06-29,,,,,,95.8,48.0,46.0,88.9,27,24,4.0,1.0,,5.0,5.0,,,,,,16.0,0.0,6-4,,,,,,,,,1.0,1.0,52,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,0.0,,2012,2.0,SEA,10.0,10.0,,,,,,7.0,7.0,210,,,,,,,,,,,
,,,,,3.0,0.0,,1985-06-29,,,,,,100.0,41.0,41.0,83.8,37,31,4.0,2.0,,13.0,9.0,0.0,0.0,1.0,0.0,,16.0,0.0,6-4,,,,,,,,,,,58,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,0.0,,2014,1.0,SEA,10.0,10.0,,,,,,10.0,10.0,210,,,,,,,,,,0.0,
,,,,,29.0,2.0,,1985-06-29,,,,,,95.7,371.0,355.0,85.6,306,262,45.0,28.0,,94.0,75.0,0.0,2.0,1.0,0.0,,164.0,,6-4,,,,,,,,,3.0,3.0,58,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,5.0,,94.0,90.0,,,,,,70.0,66.0,210,,,,,,,,,,0.0,
,,,,,0.0,,,1985-06-29,,,,,,,,,50.0,2,1,2.0,1.0,,,,,,,,,8.0,0.0,6-4,,,,,,,,,,,54,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,k,,,,,,,,,,,,,,,,,,,,,,,,2008,,BAL,,,,,,,,,,210,,,,,,,,,,,
,,,,,1.0,,,1985-06-29,,,,,,100.0,10.0,10.0,85.7,7,6,,,,3.0,2.0,,,,,,4.0,0.0,6-4,,,,,,,,,,,46,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,k,,,,,,,,,,,,,,,,,,,,,,,,2010,,DEN,3.0,3.0,,,,,,1.0,1.0,210,,,,,,,,,,,
,,,,,4.0,,,1985-06-29,,,,,,100.0,44.0,44.0,94.3,35,33,3.0,3.0,,12.0,11.0,,,,,,16.0,0.0,6-4,,,,,,,,,,,53,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,,,2013,,SEA,9.0,9.0,,,,,,11.0,10.0,210,,,,,,,,,,,
,,,,,5.0,,,1985-06-29,,,,,,90.9,44.0,40.0,93.5,31,29,6.0,6.0,,9.0,7.0,,,,,,16.0,0.0,6-4,,,,,,,,,,,54,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,,,2015,,SEA,7.0,7.0,,,,,,9.0,9.0,210,,,,,,,,,,,
,,,,,2.0,,,1985-06-29,,,,,,82.9,35.0,29.0,89.2,37,33,1.0,1.0,,10.0,8.0,,,,,,16.0,0.0,6-4,,,,,,,,,,,53,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,,,2016,,SEA,13.0,13.0,,,,,,13.0,11.0,210,,,,,,,,,,,
,,,,,5.0,,,1985-06-29,,,,,,100.0,29.0,29.0,87.9,33,29,9.0,7.0,,9.0,7.0,,,,,,16.0,0.0,6-4,,,,,,,,,,,56,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,,,2017,,BUF,9.0,9.0,,,,,,6.0,6.0,210,,,,,,,,,,,
,,,,,3.0,,,1985-06-29,,,,,,96.2,26.0,25.0,78.6,28,22,7.0,4.0,,10.0,7.0,,,,,,16.0,0.0,6-4,,,,,,,,,,,54,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,,,2018,,BUF,8.0,8.0,,,,,,3.0,3.0,210,,,,,,,,,,,
,,,,,,,,1985-06-29,,,,,,93.8,32.0,30.0,76.9,26,20,5.0,1.0,,10.0,9.0,,,,,,15.0,0.0,6-4,,,,,,,,,,,51,,,,,,,,Stephen Hauschka,,,,,,,,,,HausSt00,K,,,,,,,,,,,,,,,,,,,,,,,,2019,,BUF,8.0,7.0,,,,,,3.0,3.0,210,,,,,,,,,,,
,,,,,1.0,0,,1988-08-13,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,6-2,,,,,,,,,,,,,,,,,,,Jerry Hughes,,,,,,,,,,HughJe99,,,,,,,,,,,,,,,,,,,,,,,0.0,,2010,6,IND,,,,,,,,,,254,,,,,,,,,,,
,,,,,1.0,9,,1988-08-13,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,6-2,,,,,,,,,,,,,,,,,,,Jerry Hughes,,,,,,,,,,HughJe99,de,,,,,,,,,,,,,,,,,,,,,,1.0,,2011,4,IND,,,,,,,,,,254,,,,,,,,,,,
,,,,,3.0,11,,1988-08-13,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jerry Hughes,,,,1.0,,,,,,HughJe99,lb,,,,,,,,,,,,,,,,,,,,,,4.0,,2012,21,IND,,,,,,,,,,254,,,,,,,,,,,0.0
,,,,,3.0,14,,1988-08-13,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,16.0,1.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jerry Hughes,,,,2.0,,,,,,HughJe99,lb,,,,,,,,,,,,,,,,,,,,,,10.0,,2013,32,BUF,,,,,,,,,,254,,,,,,,,,,0.0,0.0
,,,,,10.0,18,,1988-08-13,,,,,,,,,,,,,,,,,0.0,3.0,1.0,1.0,,16.0,16.0,6-2,,,,,,,,,,,,,,,,,,,Jerry Hughes,,,,,,,,,,HughJe99,DE,,,,,,,,,,,,,,,,,,,,,,10.0,,2014,36,BUF,,,,,,,,,,254,,,,,,,,,,18.0,
,,,,,9.0,15,,1988-08-13,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,,16.0,16.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jerry Hughes,,,,4.0,,,,,,HughJe99,DE,,,,,,,,,,,,,,,,,,,,,,5.0,,2015,37,BUF,,,,,,,,,,254,,,,,,,,,,2.0,0.0
